issued,number,name,species,breed
November 15 2015,S107014,Luna,Dog,Shih Tzu
November 15 2015,S107017,Annie Rash,Dog,Brittany
November 15 2015,S107107,Gracie,Dog,"Retriever, Labrador"
November 16 2015,355440,Einstein,Dog,Beagle
November 16 2015,832230,Missie,Dog,"Terrier, Yorkshire"
November 16 2015,S106412,Lucy,Dog,Havanese
November 16 2015,S106708,Bella,Dog,"Chihuahua, Short Coat"
November 16 2015,S106819,Sailor,Dog,Border Collie
November 16 2015,S107091,Ellie Mae,Dog,"Poodle, Miniature"
November 16 2015,S107101,Mia,Dog,Shiba Inu
November 17 2015,901219,Zhabrah,Dog,"Spaniel, American Cocker"
November 17 2015,901542,Norma Jean,Dog,German Shepherd
November 17 2015,S106433,Mochi,Dog,Mix
November 17 2015,S106470,Sprinkles,Dog,"Collie, Smooth"
November 17 2015,S106523,Chloe,Dog,"Spaniel, Cavalier King Charles"
November 17 2015,S106870,Henna,Dog,"Retriever, Labrador"
November 17 2015,S107331,Tobin,Dog,Mix
November 17 2015,S105784,Toast,Dog,"Bulldog, French"
November 17 2015,S106781,Alice,Dog,"Terrier, Rat"
November 17 2015,S106780,Ein,Dog,"Dachshund, Miniature Long Haired"
November 17 2015,731044,Maeby,Dog,Xoloitzcuintli
November 17 2015,S106957,Lucia,Dog,Border Collie
November 17 2015,825712,Bailey,Dog,"Retriever, Golden"
November 17 2015,139792,Ruby-Doo,Dog,"Retriever, Labrador"
November 18 2015,834185,Zori,Dog,"Retriever, Labrador"
November 18 2015,904366,Roxy,Dog,"Retriever, Golden"
November 18 2015,S107242,Uschi,Dog,"Pointer, German Shorthaired"
November 18 2015,S107361,Bea,Dog,"Retriever, Labrador"
November 18 2015,S107372,Lola Maxine,Dog,"Bulldog, English"
November 18 2015,S107380,Claire,Dog,Plott Hound
November 18 2015,S107386,Bug,Dog,"Spaniel, Cavalier King Charles"
November 18 2015,S105639,Fresca,Dog,Havanese
November 18 2015,733180,Gracie,Dog,Maltese
November 18 2015,S105645,Karmell,Dog,Boxer
November 18 2015,833375,Lola,Dog,Shih Tzu
November 19 2015,130616,Joy,Dog,"Retriever, Labrador"
November 19 2015,134691,Tela,Dog,Boxer
November 19 2015,829724,Lil,Dog,"Terrier, Jack Russell"
November 19 2015,S107383,Mashka,Dog,Pomeranian
November 19 2015,S107650,Geogia,Dog,Doberman Pinscher
November 19 2015,S105096,Bella,Dog,Shepherd
November 19 2015,S105942,Chitsuko,Dog,Australian Cattle Dog
November 19 2015,S107374,Molly,Dog,"Retriever, Labrador"
November 20 2015,894667,Lola,Dog,Border Collie
November 20 2015,S107439,Harley,Dog,"Terrier, West Highland White"
November 20 2015,S107496,Lola Glennon,Dog,"Poodle, Standard"
November 20 2015,S107728,Gracie,Dog,"Retriever, Labrador"
November 20 2015,S105652,Luna,Dog,"Terrier, Pit Bull"
November 20 2015,S106286,Chavel,Dog,"Chihuahua, Short Coat"
November 20 2015,S105950,Sierra,Dog,German Shepherd
November 20 2015,S105952,Madison,Dog,"Terrier, American Pit Bull"
November 21 2015,442828,Lily,Dog,"Retriever, Labrador"
November 21 2015,898499,Raisin,Dog,Beagle
November 21 2015,S107412,Scarlet,Dog,Shih Tzu
November 21 2015,S107550,Tee Tee,Dog,"Terrier, Yorkshire"
November 21 2015,S107592,Izzy,Dog,Siberian Husky
November 21 2015,S107612,Zoe,Dog,German Shepherd
November 21 2015,S107725,Mckenzie,Dog,"Poodle, Standard"
November 21 2015,S105662,Luchianna,Dog,"Coonhound, Bluetick"
November 22 2015,82345,Kona,Dog,Pointer
November 22 2015,213154,Willa,Dog,"Schnauzer, Miniature"
November 22 2015,899210,Bailey,Dog,Beagle
November 22 2015,S107543,Fifi,Dog,"Chihuahua, Long Coat"
November 22 2015,S107544,Priscilla,Dog,Bulldog
November 22 2015,S107581,Harley,Dog,Border Collie
November 22 2015,S107720,Asha,Dog,Shih Tzu
November 22 2015,S107744,Suki,Dog,"Chihuahua, Short Coat"
November 23 2015,71936,Ginger,Dog,Australian Shepherd
November 23 2015,275276,Bella,Dog,"Spaniel, English Springer"
November 23 2015,830920,Mimi,Dog,Pug
November 23 2015,901081,Cleo,Dog,"Retriever, Labrador"
November 23 2015,S107447,Maeby,Dog,"Terrier, Boston"
November 23 2015,S107449,Kaia,Dog,Siberian Husky
November 23 2015,S107475,Kisses,Dog,Kai Ken
November 23 2015,S107536,Scotchie,Dog,"Retriever, Nova Scotia Duck Tolling"
November 23 2015,S107561,Sushi,Dog,"Poodle, Standard"
November 23 2015,S107578,Mazzy,Dog,Australian Shepherd
November 23 2015,S107745,Mira,Dog,"Terrier, Jack Russell"
November 24 2015,283295,Olive,Dog,"Chihuahua, Short Coat"
November 24 2015,835041,Boots,Dog,Australian Shepherd
November 24 2015,S107559,Lily,Dog,Havanese
November 24 2015,S107560,Poppy,Dog,"Poodle, Standard"
November 24 2015,S105844,Dutchess II,Dog,Dalmatian
November 24 2015,S105667,Bailey,Dog,"Retriever, Golden"
November 24 2015,S105668,Sadi Bell,Dog,Miniature Pinscher
November 24 2015,S106367,Marley,Dog,"Terrier, Norfolk"
November 24 2015,S106362,Daphne,Dog,Cane Corso
November 24 2015,S106386,Remy,Dog,"Retriever, Labrador"
November 25 2015,20585,Tink,Dog,"Dachshund, Miniature Smooth Haired"
November 25 2015,904204,Coco,Dog,Border Collie
November 25 2015,S107402,Lou Lou,Dog,Australian Shepherd
November 25 2015,S107435,Simba,Dog,Hound
November 25 2015,S107483,Frankie,Dog,German Shepherd
November 25 2015,S105845,Cas,Dog,German Shepherd
November 25 2015,S104694,Gemma,Dog,Australian Shepherd
November 25 2015,S105674,Georgia,Dog,"Terrier, American Pit Bull"
November 25 2015,S107168,Lola,Dog,Pug
November 27 2015,137832,Hoshi,Dog,Akita
November 27 2015,439911,Cassie,Dog,"Retriever, Labrador"
November 27 2015,827451,Ida,Dog,"Retriever, Labrador"
November 27 2015,898284,Emma,Dog,"Retriever, Labrador"
November 27 2015,902708,Birdie,Dog,"Retriever, Labrador"
November 27 2015,905442,Pippa,Dog,"Chihuahua, Short Coat"
November 27 2015,S107403,Murphy Robodog Nicholl,Dog,"Retriever, Labrador"
November 27 2015,S107462,Ginger,Dog,"Poodle, Miniature"
November 28 2015,75990,Elsie,Dog,"Schnauzer, Miniature"
November 28 2015,S108033,Mowgli,Dog,Retriever
November 28 2015,S107175,Hannah,Dog,"Pointer, German Shorthaired"
November 28 2015,138699,Lady,Dog,"Retriever, Labrador"
November 29 2015,432649,Maggie,Dog,"Retriever, Golden"
November 29 2015,S108082,Sandy,Dog,Shiba Inu
November 29 2015,S108106,Aly,Dog,"Retriever, Labrador"
November 29 2015,S108119,Zoe Van Epps,Dog,Mix
November 29 2015,S105979`,Finnigan,Dog,Belgian Sheepdog
November 30 2015,349491,Macy,Dog,German Shepherd
November 30 2015,585463,Sunny,Dog,"Terrier, Jack Russell"
November 30 2015,722714,Ivy Lee,Dog,Border Collie
November 30 2015,902612,Camaro,Dog,"Terrier, American Staffordshire"
November 30 2015,904298,Kimber,Dog,Australian Cattle Dog
November 30 2015,S108022,Lulu,Dog,"Retriever, Labrador"
November 30 2015,S108047,Ponyo,Dog,Shiba Inu
November 30 2015,S108052,Sup Girl,Dog,"Chihuahua, Short Coat"
November 30 2015,S108057,Freyja,Dog,"Chihuahua, Short Coat"
November 30 2015,S108090,River,Dog,"Poodle, Standard"
December 01 2015,358450,Dora,Dog,"Schnauzer, Miniature"
December 01 2015,440824,Florence,Dog,Australian Shepherd
December 01 2015,441977,Piper,Dog,"Terrier, Rat"
December 01 2015,830756,Nia,Dog,"Poodle, Miniature"
December 01 2015,895374,Bounty,Dog,Border Collie
December 01 2015,S108307,Selene,Dog,"Cur, Black-Mouth"
December 01 2015,S108312,Molly,Dog,Miniature Pinscher
December 01 2015,S105853,Roxy,Dog,"Terrier, Pit Bull"
December 02 2015,S108301,Navi,Dog,Australian Cattle Dog
December 02 2015,S108323,Bella,Dog,Mix
December 02 2015,S108355,Chloe,Dog,"Spaniel, American Cocker"
December 02 2015,S108387,Nasha,Dog,Siberian Husky
December 02 2015,S108430,Griffin,Dog,Shiba Inu
December 02 2015,904691,Sadie,Dog,"Spaniel, English Springer"
December 02 2015,S105992,Cora,Dog,Alaskan Husky
December 02 2015,S107182,Zoe,Dog,"Terrier, Boston"
December 02 2015,S107190,Una,Dog,Retriever
December 02 2015,S107191,Sapphire,Dog,"Retriever, Labrador"
December 02 2015,901193,Tracey,Dog,"Terrier, Jack Russell"
December 03 2015,901406,Daisy,Dog,Saint Bernard
December 03 2015,S108319,Chanel,Dog,Rhodesian Ridgeback
December 03 2015,S108343,Jackie Mae Brady,Dog,"Terrier, Russell"
December 03 2015,S108365,Daphne,Dog,"Terrier, Boston"
December 03 2015,S108433,Dakota,Dog,"Terrier, American Pit Bull"
December 03 2015,S104995,Rylie,Dog,Boxer
December 03 2015,S104994,Guinness,Dog,"Retriever, Labrador"
December 03 2015,S101033,Emily,Dog,"Pointer, German Shorthaired"
December 03 2015,S108417,Maggie,Dog,Border Collie
December 04 2015,359419,Penny,Dog,"Terrier, Yorkshire"
December 04 2015,903526,Sugar,Dog,"Retriever, Golden"
December 04 2015,958146,Dixie,Dog,"Collie, Rough"
December 04 2015,960985,Cassie,Dog,"Terrier, Airedale"
December 04 2015,S108507,Cora,Dog,Havanese
December 04 2015,S108536,Bailey,Dog,"Spaniel, American Cocker"
December 04 2015,S108543,Willow,Dog,Rhodesian Ridgeback
December 04 2015,S108552,Angelina,Dog,"Chihuahua, Short Coat"
December 04 2015,S108569,Coco,Dog,Pug
December 04 2015,S108595,Harley Quinn,Dog,German Shepherd
December 04 2015,S108601,Summer,Dog,"Retriever, Labrador"
December 04 2015,S108609,Smudge,Dog,"Dachshund, Miniature Smooth Haired"
December 04 2015,S108610,Tootsie,Dog,"Dachshund, Miniature Smooth Haired"
December 04 2015,S108660,Peanut,Dog,"Poodle, Miniature"
December 04 2015,S105689,Noodle,Dog,"Dachshund, Standard Smooth Haired"
December 04 2015,S108202,Reyna,Dog,"Chihuahua, Short Coat"
December 04 2015,S108203,Bingo,Dog,"Retriever, Golden"
December 04 2015,S108201,Quinten,Dog,"Chihuahua, Short Coat"
December 04 2015,S105998,Abby,Dog,"Terrier, West Highland White"
December 04 2015,S105691,Lucy Bree,Dog,"Schnauzer, Giant"
December 04 2015,S105870,Shadow,Dog,Shih Tzu
December 04 2015,S105871,Paddy,Dog,Saint Bernard
December 04 2015,893887,Maisy,Dog,"Retriever, Labrador"
December 04 2015,281744,Sailor,Dog,Border Collie
December 04 2015,S107397,Leila,Dog,Shetland Sheepdog
December 04 2015,S101233,Liela,Dog,"Retriever, Labrador"
December 05 2015,581516,Abbey,Dog,"Terrier, Soft Coated Wheaten"
December 05 2015,961520,Gracie,Dog,"Retriever, Golden"
December 05 2015,S108534,Delilah,Dog,"Chihuahua, Short Coat"
December 05 2015,S108598,Arizona Star (Zoe),Dog,"Schnauzer, Miniature"
December 05 2015,S108599,Onyx,Dog,Retriever
December 05 2015,S108647,Pepper,Dog,Australian Kelpie
December 05 2015,S108668,Riley,Dog,"Terrier, Cairn"
December 05 2015,S118837,Zoe,Dog,"Terrier, Rat"
December 06 2015,586396,Stella,Dog,"Retriever, Golden"
December 06 2015,946826,Yuka,Dog,"Retriever, Labrador"
December 06 2015,960560,Peanut,Dog,"Welsh Corgi, Cardigan"
December 06 2015,S106854,Luna,Dog,Terrier
December 06 2015,S108627,Daisy,Dog,"Retriever, Labrador"
December 06 2015,S107793,lUNA,Dog,Xoloitzcuintli
December 07 2015,358167,Dottie,Dog,Leonberger
December 07 2015,359216,Josephine,Dog,"Retriever, Labrador"
December 07 2015,954883,Sophie,Dog,"Retriever, Labrador"
December 07 2015,956613,Charlie,Dog,Shepherd
December 07 2015,957719,Miranda,Dog,Australian Cattle Dog
December 07 2015,S108506,Shae,Dog,Beagle
December 07 2015,S108528,Sadie Mae,Dog,"Spaniel, Cavalier King Charles"
December 07 2015,S108532,Stella Clark,Dog,"Retriever, Golden"
December 07 2015,S108538,Emma,Dog,"Retriever, Labrador"
December 07 2015,S108548,Freyja,Dog,"Retriever, Labrador"
December 07 2015,S108555,Lyla,Dog,German Shepherd
December 07 2015,S108560,Aballah,Dog,Shih Tzu
December 07 2015,S108608,Gracie,Dog,Terrier
December 07 2015,S108586,Zoe,Dog,"Bulldog, French"
December 08 2015,78052,Jellybean,Dog,Chinese Shar-Pei
December 08 2015,955190,Abby,Dog,Australian Shepherd
December 08 2015,957470,Daisy,Dog,"Poodle, Miniature"
December 08 2015,957847,Isabella,Dog,Havanese
December 08 2015,959290,Kayla,Dog,"Retriever, Labrador"
December 08 2015,S108676,Molly,Dog,Great Pyrenees
December 08 2015,S108680,Sammie,Dog,"Retriever, Labrador"
December 08 2015,721965,Poppy,Dog,Brittany
December 08 2015,S108444,Peanut,Dog,"Chihuahua, Short Coat"
December 08 2015,S108443,Ginger,Dog,"Chihuahua, Short Coat"
December 08 2015,S107799,Myra,Dog,Xoloitzcuintli
December 08 2015,S107800,Clarisse,Dog,"Poodle, Standard"
December 08 2015,S108636,Melia,Dog,Terrier
December 09 2015,901143,Whiskey Chang,Dog,"Terrier, West Highland White"
December 09 2015,946759,Poppy,Dog,Bearded Collie
December 09 2015,S108686,Ava,Dog,"Retriever, Labrador"
December 09 2015,S108736,Ivy,Dog,"Retriever, Golden"
December 09 2015,S108744,Annie,Dog,Dalmatian
December 09 2015,S108766,Betty,Dog,"Retriever, Labrador"
December 09 2015,S108768,Penny,Dog,"Dachshund, Miniature Long Haired"
December 09 2015,S108782,Alice,Dog,"Coonhound, Treeing Walker"
December 09 2015,S108207,Mackenzie,Dog,Boxer
December 09 2015,729245,Missy,Dog,"Retriever, Golden"
December 09 2015,S107100,Queen,Dog,"Terrier, Pit Bull"
December 09 2015,S108210,Annie,Dog,"Retriever, Golden"
December 09 2015,S108213,Ruby,Dog,Papillon
December 10 2015,831025,Daisy,Dog,"Pointer, German Shorthaired"
December 10 2015,960381,Faye,Dog,Border Collie
December 10 2015,960382,Ida,Dog,"Coonhound, Treeing Walker"
December 10 2015,S108742,Aria Vaughn -Finney,Dog,German Shepherd
December 10 2015,S108762,Muumuh,Dog,"Terrier, American Pit Bull"
December 10 2015,S108773,Emma,Dog,"Terrier, Staffordshire Bull"
December 10 2015,S108781,Baby,Dog,"Terrier, Boston"
December 10 2015,S108451,Rosie,Dog,Great Dane
December 10 2015,S108452,Bella,Dog,"Poodle, Standard"
December 11 2015,957168,Gemma,Dog,"Retriever, Golden"
December 11 2015,964252,Duchess,Dog,"Dachshund, Standard Smooth Haired"
December 11 2015,S108810,Lola Apricot Torres,Dog,Terrier
December 11 2015,S108899,Gracie,Dog,Shih Tzu
December 11 2015,S108906,Mia,Dog,Border Collie
December 11 2015,S107802,Honey,Dog,"Terrier, Yorkshire"
December 12 2015,951878,Terra,Dog,"Retriever, Golden"
December 12 2015,S108919,Stella,Dog,Xoloitzcuintli
December 12 2015,S107809,Kaiah,Dog,"Retriever, Golden"
December 12 2015,S108479,Titan,Dog,Terrier
December 12 2015,140100,Luna,Dog,"Terrier, Boston"
December 13 2015,904863,Stella,Dog,"Terrier, American Pit Bull"
December 13 2015,S108843,Gemma Satine Crabstra,Dog,"Retriever, Labrador"
December 14 2015,S108851,Rosie,Dog,"Chihuahua, Long Coat"
December 14 2015,S108869,Rainey,Dog,"Retriever, Labrador"
December 14 2015,S108876,Skittle,Dog,"Terrier, Rat"
December 14 2015,S108903,Cici Muse,Dog,Maltese
December 15 2015,585988,Kit,Dog,"Retriever, Labrador"
December 15 2015,831304,Betty,Dog,Shepherd
December 15 2015,959261,B.B.,Dog,"Retriever, Golden"
December 15 2015,S108826,Kayla,Dog,Boxer
December 15 2015,S108840,Sable,Dog,"Retriever, Labrador"
December 15 2015,S108902,Banu,Dog,Old English Sheepdog
December 15 2015,S109053,Jordyn,Dog,"Terrier, American Pit Bull"
December 15 2015,S105207,Salem,Dog,"Foxhound, English"
December 15 2015,208694,Betty,Dog,"Spaniel, American Cocker"
December 15 2015,959596,Keiko,Dog,"Retriever, Labrador"
December 16 2015,27728,Phoebe,Dog,Boxer
December 16 2015,358733,Dorie,Dog,Xoloitzcuintli
December 16 2015,958774,Piper,Dog,Australian Shepherd
December 16 2015,S109007,Lily,Dog,"Retriever, Labrador"
December 16 2015,S109008,Cleo,Dog,German Shepherd
December 16 2015,S109051,Scout,Dog,"Retriever, Labrador"
December 16 2015,27947,Bongo,Dog,Australian Shepherd
December 16 2015,S107816,Bonnie,Dog,Siberian Husky
December 16 2015,S108790,Turtle,Dog,"Retriever, Labrador"
December 16 2015,358698,Lulu,Dog,"Terrier, American Pit Bull"
December 17 2015,730775,Ellie,Dog,"Retriever, Labrador"
December 17 2015,959885,Griffin,Dog,"Retriever, Labrador"
December 17 2015,961399,Bear,Dog,Mix
December 17 2015,S109005,Olive,Dog,Mix
December 17 2015,S109016,Jetta,Dog,"Poodle, Miniature"
December 17 2015,S109034,Lucille,Dog,Australian Cattle Dog
December 17 2015,S109049,Osa,Dog,Border Collie
December 17 2015,S109054,Bailey,Dog,"Poodle, Standard"
December 17 2015,S109063,Mildred,Dog,Havanese
December 17 2015,S100568,Kiara,Dog,Boxer
December 17 2015,960902,Kona,Dog,"Cur, Black-Mouth"
December 18 2015,27969,Hapa,Dog,Border Collie
December 18 2015,958436,Angel,Dog,"Chihuahua, Short Coat"
December 18 2015,S109179,Mika,Dog,Basenji
December 18 2015,S107944,Marley,Dog,Shepherd
December 18 2015,S108170,Frankie,Dog,"Setter, English"
December 18 2015,899498,Maggie,Dog,Maltese
December 18 2015,581593,Molly,Dog,Terrier
December 18 2015,S107857,Clementine,Dog,Terrier
December 18 2015,S107858,Mohana,Dog,"Terrier, American Pit Bull"
December 19 2015,276073,Bossy,Dog,Miniature Pinscher
December 19 2015,S109101,Butters,Dog,"Retriever, Golden"
December 19 2015,S109158,Halle,Dog,Hound
December 19 2015,S109201,Bruna,Dog,"Bulldog, English"
December 19 2015,S108179,Patty,Dog,"Terrier, Boston"
December 19 2015,723404,Trixie,Dog,"Terrier, West Highland White"
December 20 2015,S109118,Mia,Dog,Samoyed
December 20 2015,S109195,Mabel,Dog,"Terrier, American Pit Bull"
December 20 2015,S104991,Tweed,Dog,Beagle
December 20 2015,S108200,Baozi,Dog,Terrier
December 21 2015,899219,Whidbey,Dog,"Retriever, Labrador"
December 21 2015,964077,Rosita,Dog,"Chihuahua, Long Coat"
December 21 2015,S109153,Mochi,Dog,"Welsh Corgi, Pembroke"
December 21 2015,S109154,Pippa,Dog,Pomeranian
December 21 2015,S109197,London,Dog,Retriever
December 21 2015,S109627,Xena,Dog,"Terrier, Staffordshire Bull"
December 21 2015,956594,Gilly,Dog,"Retriever, Golden"
December 22 2015,960396,Lucy,Dog,Pomeranian
December 22 2015,S109519,Yoshimi,Dog,"Terrier, Staffordshire Bull"
December 22 2015,S107878,Chichi,Dog,"Chihuahua, Short Coat"
December 22 2015,S102922,Dash,Dog,German Shepherd
December 22 2015,S107886,Brandy,Dog,German Shepherd
December 22 2015,S107888,Suki,Dog,"Poodle, Miniature"
December 22 2015,S107887,Mymy,Dog,Pug
December 23 2015,S105894,Sadie,Dog,"Chihuahua, Short Coat"
December 23 2015,S109065,Willa,Dog,Thai Ridgeback
December 23 2015,727280,Tarp,Dog,Greyhound
December 23 2015,348505,Goldie,Dog,"Retriever, Golden"
December 23 2015,S107895,Zafina,Dog,"Schnauzer, Miniature"
December 23 2015,S109305,Maggie,Dog,Australian Cattle Dog
December 23 2015,S101686,Chloe,Dog,Xoloitzcuintli
December 23 2015,827982,Ginger,Dog,"Retriever, Labrador"
December 24 2015,71660,Brooklyn,Dog,"Retriever, Labrador"
December 24 2015,961389,Beatrice,Dog,"Spaniel, Cavalier King Charles"
December 24 2015,S108227,Wylie,Dog,Australian Cattle Dog
December 24 2015,831797,Chloe,Dog,"Retriever, Golden"
December 24 2015,S109079,Silky,Dog,Xoloitzcuintli
December 24 2015,S108234,August,Dog,"Vizsla, Smooth Haired"
December 24 2015,958900,Poppy,Dog,Xoloitzcuintli
December 24 2015,950540,Samantha,Dog,"Terrier, Soft Coated Wheaten"
December 25 2015,S109589,Daisy Mae Highlander,Dog,Beagle
December 26 2015,S109088,Peti Mae,Dog,Bulldog
December 26 2015,S109089,Spotty,Dog,Border Collie
December 26 2015,551277,Maddy,Dog,"Retriever, Golden"
December 26 2015,S109096,Sunny,Dog,Terrier
December 26 2015,S109098,Pretty Penny,Dog,"Chihuahua, Short Coat"
December 26 2015,214598,Kokua,Dog,Siberian Husky
December 26 2015,S108248,Keska,Dog,Belgian Tervuren
December 27 2015,S109562,Jolene,Dog,"Terrier, Yorkshire"
December 27 2015,943984,Kumu,Dog,Shiba Inu
December 27 2015,957426,Nina,Dog,"Retriever, Labrador"
December 27 2015,S109222,Cocoa,Dog,"Retriever, Labrador"
December 28 2015,S109565,Alice,Dog,Saint Bernard
December 28 2015,S109572,Addie,Dog,"Terrier, Jack Russell"
December 28 2015,S109608,Rikey,Dog,"Retriever, Labrador"
December 28 2015,S109610,Rita,Dog,"Retriever, Golden"
December 28 2015,S109614,Franny,Dog,"Dachshund, Miniature Wire Haired"
December 28 2015,S109619,Arya,Dog,"Terrier, Yorkshire"
December 28 2015,S109790,Sammie,Dog,"Bulldog, French"
December 29 2015,139924,Sugar,Dog,Border Collie
December 29 2015,904934,Sadie,Dog,"Spaniel, American Cocker"
December 29 2015,960494,Pepper,Dog,Australian Shepherd
December 29 2015,S109880,LuLu,Dog,"Poodle, Toy"
December 29 2015,S101827,Chyann,Dog,"Chihuahua, Short Coat"
December 29 2015,S109419,Sky,Dog,"Terrier, American Pit Bull"
December 30 2015,353834,Ruby,Dog,Portuguese Water Dog
December 30 2015,956092,Jolene,Dog,Australian Cattle Dog
December 30 2015,960488,Jackie,Dog,German Shepherd
December 30 2015,S109885,Sadie Gonzales,Dog,Xoloitzcuintli
December 30 2015,S109423,Chika,Dog,"Terrier, Tibetan"
December 30 2015,S109873,Penny,Dog,Old English Sheepdog
December 31 2015,23672,Onri,Dog,Bulldog
December 31 2015,23680,Anelka,Dog,Bulldog
December 31 2015,904005,Layla,Dog,"Spaniel, American Cocker"
December 31 2015,904052,Bailey,Dog,Pekingese
December 31 2015,958899,Margot,Dog,Xoloitzcuintli
December 31 2015,960874,Osita,Dog,"Schnauzer, Miniature"
December 31 2015,960883,Fatty,Dog,"Schnauzer, Miniature"
December 31 2015,961517,Luca,Dog,Bernese Mountain Dog
December 31 2015,S109770,Haddie,Dog,"Retriever, Labrador"
December 31 2015,956655,Lacy,Dog,"Spaniel, English Springer"
December 31 2015,729325,Zoe,Dog,Rottweiler
December 31 2015,958642,Gortha,Dog,"Chihuahua, Short Coat"
December 31 2015,S109238,Sam,Dog,Retriever
December 31 2015,964743,Luna,Dog,Greyhound
December 31 2015,958831,Isabelle,Dog,"Spaniel, Cavalier King Charles"
December 31 2015,S109242,Maxine,Dog,"Retriever, Labrador"
December 31 2015,944966,Lucky,Dog,"Terrier, American Staffordshire"
December 31 2015,357625,Red,Dog,Australian Shepherd
December 31 2015,357626,Blue,Dog,Australian Shepherd
December 31 2015,352643,Baby,Dog,Maltese
December 31 2015,S108796,Theodora,Dog,Terrier
December 31 2015,960602,Rosa,Dog,"Poodle, Miniature"
December 31 2015,957765,Zora,Dog,"Terrier, American Pit Bull"
January 01 2016,28501,Brie,Dog,Beagle
January 01 2016,S109704,Gracie,Dog,"Chihuahua, Long Coat"
January 02 2016,957919,Samhain aka Sammy,Dog,"Retriever, Labrador"
January 02 2016,961536,Jaya,Dog,"Retriever, Labrador"
January 02 2016,898726,Tommy,Dog,"Poodle, Miniature"
January 02 2016,S109261,Miley Ann,Dog,Xoloitzcuintli
January 03 2016,904045,Bella,Dog,"Chihuahua, Short Coat"
January 03 2016,956416,Bessie,Dog,Xoloitzcuintli
January 03 2016,S109713,Evie,Dog,"Retriever, Golden"
January 03 2016,S109724,Josie,Dog,"Spaniel, Cavalier King Charles"
January 03 2016,729335,Autumn,Dog,"Collie, Rough"
January 04 2016,S109816,Kai'lah,Dog,Siberian Husky
January 04 2016,S109848,Sara,Dog,"Australian Shepherd, Miniature"
January 04 2016,S109881,Luna,Dog,"Retriever, Labrador"
January 05 2016,829841,Gaia,Dog,Shih Tzu
January 05 2016,S109922,Ruby,Dog,"Vizsla, Smooth Haired"
January 05 2016,S109927,Toni,Dog,"Retriever, Golden"
January 05 2016,S109936,Roxie,Dog,Pug
January 05 2016,S109946,Wrigley,Dog,"Retriever, Labrador"
January 05 2016,S109947,Molly,Dog,"Retriever, Labrador"
January 05 2016,S109967,Harley,Dog,"Retriever, Labrador"
January 05 2016,S109324,Brasi,Dog,"Terrier, Pit Bull"
January 06 2016,S109960,Abbey,Dog,Border Collie
January 06 2016,S109987,Roxie,Dog,"Retriever, Labrador"
January 06 2016,S109328,Mika,Dog,Pomeranian
January 06 2016,S109326,Peanut,Dog,"Terrier, Pit Bull"
January 06 2016,581298,Missouri,Dog,Xoloitzcuintli
January 06 2016,946427,Ramsey,Dog,Bouvier des Flandres
January 06 2016,S109330,Java,Dog,German Shepherd
January 07 2016,S109929,Chloe,Dog,"Retriever, Labrador"
January 07 2016,S109959,Sookie,Dog,"Terrier, Boston"
January 07 2016,S109997,Ravenna,Dog,"Terrier, Rat"
January 07 2016,S109440,Lucy,Dog,Papillon
January 07 2016,S109336,Lilli,Dog,"Spaniel, Cavalier King Charles"
January 07 2016,355323,Midna,Dog,"Retriever, Labrador"
January 08 2016,946160,Annie,Dog,"Retriever, Labrador"
January 08 2016,960962,Macy,Dog,Shetland Sheepdog
January 08 2016,S110153,Mili,Dog,Greyhound
January 08 2016,S110201,Athena,Dog,German Shepherd
January 08 2016,S109285,Kaiya,Dog,Australian Shepherd
January 08 2016,S109446,Bella,Dog,Australian Cattle Dog
January 09 2016,S105509,Bonnie,Dog,"Terrier, American Staffordshire"
January 09 2016,S110132,Delilah,Dog,"Retriever, Labrador"
January 09 2016,S109886,Boomer,Dog,"Spaniel, American Cocker"
January 09 2016,S109448,Lady,Dog,Italian Greyhound
January 10 2016,S110150,Zula,Dog,Mix
January 10 2016,S110191,Zoe,Dog,Retriever
January 10 2016,584214,Sweetheart,Dog,"Chihuahua, Short Coat"
January 10 2016,S109289,Bella,Dog,"Poodle, Miniature"
January 12 2016,S110156,Betsy,Dog,"Spaniel, Cavalier King Charles"
January 12 2016,S110175,Coco,Dog,"Retriever, Labrador"
January 12 2016,S110243,Bella,Dog,"Terrier, American Pit Bull"
January 12 2016,S109453,moji,Dog,Saluki
January 12 2016,S109454,hattah,Dog,Saluki
January 12 2016,S109452,dari,Dog,Saluki
January 13 2016,27966,Zoe,Dog,Xoloitzcuintli
January 13 2016,S110326,Sascha,Dog,"Poodle, Toy"
January 13 2016,S109643,Rosie,Dog,"Chihuahua, Short Coat"
January 14 2016,19909,Gracie,Dog,Australian Cattle Dog
January 14 2016,26414,Isabella,Dog,"Chihuahua, Short Coat"
January 14 2016,27343,Piper,Dog,"Retriever, Golden"
January 14 2016,142639,Zoe,Dog,Basenji
January 14 2016,S110446,Harper,Dog,"Chihuahua, Long Coat"
January 14 2016,S109356,Ewok,Dog,"Chihuahua, Short Coat"
January 14 2016,S107965,Bonita,Dog,Spaniel
January 15 2016,27586,Clementine,Dog,"Bulldog, American"
January 15 2016,27922,Chuck,Dog,"Terrier, American Pit Bull"
January 15 2016,81832,Skylar,Dog,"Retriever, Labrador"
January 15 2016,585411,Roo,Dog,Xoloitzcuintli
January 15 2016,S110363,Eve,Dog,"Bulldog, American"
January 15 2016,S110475,Willa,Dog,"Collie, Rough"
